LAT,LON,MONTH,PCO2_SW,MOD_SST,VCO2_AIR,PCO2_AIR,PBARO,SST,SAL,DELTA_PCO2,WINDSPEED,P_VEL_SW06,GASCOEFSW,K0_CO2,AREA_MKM2,ICE_PCT,FLUXM2SW06,FLUXGMSW06,TFLUXSW06
0,162.5,1,396.17,29.26,369.32,352.66,1008,29.5,34.61,43.51,4.9,7.88,0.001499,0.026059,0.247287,0,0.065221,0.783304,0.0001937
0,167.5,1,403.09,28.4,369.32,352.81,1007.9,29.28,34.68,50.28,5.28,9.09,0.0017377,0.026186,0.247287,0,0.087372,1.049338,0.0002595
0,172.5,1,406.82,28.29,369.32,353.12,1007.9,28.92,34.85,53.7,5.89,11.19,0.0021558,0.026391,0.247287,0,0.115766,1.39035,0.0003438
0,177.5,1,415.04,28.17,369.32,353.49,1008,28.51,34.91,61.55,6.11,11.91,0.0023165,0.026644,0.247287,0,0.142581,1.712398,0.0004235
0,182.5,1,370.8,28.36,369.32,353.87,1008.1,28.09,35.09,16.93,6.12,11.81,0.0023185,0.026893,0.247287,0,0.039252,0.471417,0.0001166
0,187.5,1,379.68,27.87,369.32,354.32,1008.2,27.56,35.41,25.36,6.19,11.91,0.0023651,0.027203,0.247287,0,0.059979,0.720348,0.0001781
0,192.5,1,407.72,28.54,369.32,354.76,1008.3,27.03,35.43,52.96,6.28,12.09,0.002432,0.027556,0.247287,0,0.128799,1.546876,0.0003826
0,197.5,1,426.55,26.68,369.32,355.19,1008.5,26.56,35.29,71.36,6.36,12.26,0.0024965,0.027895,0.247287,0,0.17815,2.139582,0.0005291
0,202.5,1,435.01,26.3,369.32,355.49,1008.7,26.24,35.23,79.52,6.43,12.43,0.002552,0.028125,0.247287,0,0.202935,2.437249,0.0006028
0,207.5,1,466.99,25.9,369.32,355.83,1008.9,25.87,35.18,111.16,6.51,12.62,0.0026157,0.028393,0.247287,0,0.290761,3.49204,0.0008636
0,212.5,1,453.42,26.5,369.32,356.19,1009.2,25.52,35.19,97.23,6.47,12.36,0.0025844,0.028644,0.247287,0,0.251281,3.017885,0.0007463
0,217.5,1,390.02,26.29,369.32,356.45,1009.4,25.25,35.18,33.57,6.54,12.55,0.0026423,0.028842,0.247287,0,0.088702,1.065311,0.0002635
0,222.5,1,400.5,25.68,369.32,356.77,1009.7,24.94,35.01,43.73,6.53,12.42,0.0026377,0.029092,0.247287,0,0.115347,1.385317,0.0003426
0,227.5,1,409.68,26.24,369.32,357.03,1010,24.71,35.1,52.65,6.47,12.12,0.0025882,0.029253,0.247287,0,0.136269,1.636591,0.0004047
0,232.5,1,405.45,25.7,369.32,357.39,1010.4,24.39,35.12,48.06,6.29,11.37,0.0024479,0.029492,0.247287,0,0.117646,1.412928,0.0003494
0,237.5,1,437.55,25.78,369.32,357.62,1010.6,24.14,34.87,79.93,6.09,10.6,0.0022995,0.029717,0.247287,0,0.183799,2.207426,0.0005459
0,242.5,1,402.22,25.67,369.32,357.95,1011,23.86,34.78,44.27,5.78,9.48,0.0020724,0.029946,0.247287,0,0.091745,1.101857,0.0002725
0,247.5,1,423.27,25.43,369.32,358.11,1011.2,23.73,34.86,65.16,5.35,8.1,0.0017761,0.030037,0.247287,0,0.115731,1.389929,0.0003437
0,252.5,1,369.69,25.78,369.32,358.18,1011.4,23.73,34.83,11.51,5.12,7.42,0.0016272,0.030041,0.247287,0,0.018729,0.224935,0.0000556
0,257.5,1,484.87,24.2,369.32,358.1,1011.5,23.91,34.66,126.77,4.74,6.38,0.0013937,0.029924,0.247287,0,0.176679,2.121915,0.0005248
0,262.5,1,430.48,24.72,369.32,358,1011.5,24.06,34.36,72.48,4.33,5.35,0.0011657,0.029847,0.247287,0,0.08449,1.014725,0.0002509
0,267.5,1,376.93,26.63,369.32,357.76,1011.3,24.31,34.07,19.17,4.38,5.5,0.0011922,0.029693,0.247287,0,0.022854,0.274477,0.0000679
0,272.5,1,392.85,24.93,369.32,357.43,1011.2,24.75,33.43,35.42,4.77,6.6,0.0014185,0.029442,0.247287,0,0.050243,0.603418,0.0001492
0,277.5,1,392.9,24.79,369.32,356.96,1011,25.32,32.6,35.94,4.18,5.14,0.0010927,0.029122,0.247287,0,0.039272,0.471657,0.0001166
0,322.5,1,401.11,27.43,369.32,355.21,1010.7,27.6,35.92,45.9,6.39,12.71,0.002516,0.027117,0.247287,0,0.115484,1.386963,0.000343
0,327.5,1,396.76,27.31,369.32,355.36,1010.9,27.5,35.97,41.4,5.58,9.66,0.0019164,0.027177,0.247287,0,0.079339,0.952861,0.0002356
0,332.5,1,370.94,27.74,369.32,355.62,1011.2,27.3,35.89,15.32,5.17,8.25,0.0016453,0.027319,0.247287,0,0.025206,0.302724,0.0000749
0,337.5,1,375.98,27.03,369.32,355.82,1011.3,27.08,35.75,20.16,4.49,6.19,0.0012419,0.027484,0.247287,0,0.025037,0.300694,0.0000744
0,342.5,1,374.12,26.83,369.32,355.9,1011.4,27.03,35.69,18.22,4.28,5.62,0.0011292,0.027524,0.247287,0,0.020574,0.247094,0.0000611
0,347.5,1,371.7,26.37,369.32,355.84,1011.4,27.11,35.6,15.86,4.4,5.95,0.0011936,0.027481,0.247287,0,0.01893,0.227349,0.0000562
0,352.5,1,373.21,26.02,369.32,355.58,1011.3,27.39,35.22,17.63,4.48,6.21,0.0012393,0.027339,0.247287,0,0.021849,0.262406,0.0000649
0,357.5,1,370.32,28.35,369.32,355.25,1011.2,27.77,34.98,15.07,4.13,5.33,0.001055,0.027115,0.247287,0,0.015899,0.190947,0.0000472
4,52.5,1,381.54,26.31,369.51,356.63,1012.2,26.68,35.48,24.91,8.5,21.96,0.0044547,0.027789,0.246684,0,0.110967,1.332714,0.0003288
4,57.5,1,378.94,27.24,369.51,355.92,1011.8,27.43,35.37,23.02,7.47,17.29,0.003445,0.027294,0.246684,0,0.079304,0.952441,0.000235
4,62.5,1,376.92,27.47,369.51,355.22,1011.5,28.17,35.16,21.7,6.86,14.87,0.0029128,0.026833,0.246684,0,0.063208,0.759128,0.0001873
4,67.5,1,374.59,27.71,369.51,354.97,1011.3,28.4,34.91,19.62,5.69,10.29,0.0020067,0.026714,0.246684,0,0.039371,0.472846,0.0001167
4,72.5,1,373.62,28.09,369.51,355.07,1011.2,28.22,34.24,18.55,5.16,8.42,0.0016539,0.026908,0.246684,0,0.03068,0.368467,0.0000909
4,77.5,1,365.92,28.17,369.51,355.01,1011.1,28.25,34.04,10.91,6.49,13.34,0.0026207,0.026911,0.246684,0,0.028592,0.34339,0.0000847
4,82.5,1,361.09,28.01,369.51,354.77,1010.8,28.41,34.27,6.32,7.29,16.9,0.003304,0.026782,0.246684,0,0.020881,0.250781,0.0000619
4,87.5,1,360.69,28.03,369.51,354.53,1010.5,28.57,34.41,6.16,6.42,13.17,0.0025634,0.026663,0.246684,0,0.015791,0.18965,0.0000468
4,92.5,1,357.53,28.63,369.51,354.28,1010.3,28.78,33.88,3.25,4.7,7.1,0.0013782,0.02659,0.246684,0,0.004479,0.053793,0.0000133
4,97.5,1,361.42,28.12,369.51,354.28,1010.5,28.86,32.95,7.14,2.9,2.71,0.0005271,0.026645,0.246684,0,0.003763,0.045194,0.0000111
4,117.5,1,355.31,27.86,369.51,354.91,1010.7,28.19,33.82,0.4,2.16,1.47,0.0002895,0.026976,0.246684,0,0.000116,0.001393,0.0000003
4,122.5,1,357.15,28.52,369.51,354.4,1010,28.51,33.88,2.75,5.29,8.92,0.0017426,0.026762,0.246684,0,0.004792,0.057552,0.0000142
4,127.5,1,345.27,28.26,369.51,354.4,1009.7,28.37,34.28,-9.13,5.55,9.79,0.0019158,0.026806,0.246684,0,-0.017491,-0.210067,-0.0000518
4,132.5,1,354.17,28.93,369.51,354.06,1009.3,28.61,34.49,0.11,5.2,8.65,0.0016814,0.026628,0.246684,0,0.000185,0.002222,0.0000005
4,137.5,1,361.79,29.18,369.51,353.73,1009.1,28.92,34.49,8.06,5.23,8.82,0.0017019,0.026432,0.246684,0,0.013717,0.164741,0.0000406
4,142.5,1,367.57,29.84,369.51,353.4,1008.9,29.23,34.44,14.17,5.33,9.25,0.0017721,0.026244,0.246684,0,0.025111,0.301583,0.0000744
4,147.5,1,364.36,29.72,369.51,353.21,1008.7,29.37,34.5,11.15,5.5,9.88,0.0018861,0.026151,0.246684,0,0.02103,0.25257,0.0000623
4,152.5,1,365.66,28.59,369.51,353.14,1008.5,29.36,34.57,12.52,5.54,10.03,0.0019146,0.026149,0.246684,0,0.023971,0.287892,0.000071
4,157.5,1,367.86,29.29,369.51,353.17,1008.4,29.29,34.45,14.69,5.79,10.93,0.0020909,0.026206,0.246684,0,0.030715,0.368887,0.000091
4,162.5,1,397.92,29.8,369.51,353.18,1008.3,29.23,34.5,44.74,6.28,12.83,0.0024574,0.026238,0.246684,0,0.109944,1.320427,0.0003258
4,167.5,1,365.43,29.13,369.51,353.3,1008.3,29.09,34.61,12.13,6.59,14.08,0.0027045,0.026312,0.246684,0,0.032806,0.394,0.0000972
4,172.5,1,390.24,29.23,369.51,353.51,1008.3,28.84,34.86,36.73,6.92,15.41,0.0029744,0.026441,0.246684,0,0.10925,1.312093,0.0003237
4,177.5,1,392.28,28.65,369.51,353.7,1008.3,28.61,34.71,38.58,7.09,16.07,0.0031208,0.026603,0.246684,0,0.1204,1.446004,0.0003567
4,182.5,1,377.51,28.98,369.51,353.88,1008.3,28.39,34.64,23.63,7.04,15.75,0.0030758,0.026752,0.246684,0,0.072681,0.872899,0.0002153
4,187.5,1,361.74,28.71,369.51,354.2,1008.4,28.04,34.92,7.54,6.98,15.34,0.0030174,0.026946,0.246684,0,0.022751,0.27324,0.0000674
4,192.5,1,359.49,28.72,369.51,354.53,1008.5,27.66,35.12,4.96,7.02,15.36,0.0030467,0.027171,0.246684,0,0.015112,0.181495,0.0000448
4,197.5,1,404.26,28.17,369.51,354.84,1008.7,27.36,35.03,49.42,7.04,15.33,0.0030642,0.027381,0.246684,0,0.151433,1.81871,0.0004487
4,202.5,1,402.35,27.27,369.51,355.15,1008.9,27.05,34.93,47.2,6.97,14.9,0.0030023,0.027602,0.246684,0,0.141709,1.701925,0.0004199
4,207.5,1,411.95,27.06,369.51,355.45,1009.1,26.74,34.9,56.5,6.91,14.53,0.0029506,0.027818,0.246684,0,0.166709,2.002175,0.0004939
4,212.5,1,437.81,27.51,369.51,355.71,1009.3,26.5,34.96,82.1,6.79,13.95,0.002849,0.027977,0.246684,0,0.233903,2.809175,0.000693
4,217.5,1,384.83,26.25,369.51,355.91,1009.6,26.37,35.02,28.92,6.77,13.82,0.0028309,0.02806,0.246684,0,0.08187,0.983259,0.0002426
4,222.5,1,385.73,26.07,369.51,356.1,1009.8,26.2,34.84,29.63,6.68,13.4,0.0027587,0.028202,0.246684,0,0.08174,0.981697,0.0002422
4,227.5,1,379.02,25.83,369.51,356.28,1010.1,26.11,34.87,22.74,6.49,12.62,0.0026036,0.028261,0.246684,0,0.059206,0.711064,0.0001754
4,232.5,1,377.89,26.02,369.51,356.45,1010.4,26.03,34.91,21.44,6.14,11.27,0.0023293,0.028313,0.246684,0,0.04994,0.599779,0.000148
4,237.5,1,361.71,26.27,369.51,356.58,1010.7,25.99,34.59,5.13,5.85,10.22,0.0021174,0.028382,0.246684,0,0.010862,0.130453,0.0000322
4,242.5,1,366.32,26.1,369.51,356.72,1011,25.95,34.33,9.6,5.52,9.09,0.0018874,0.028443,0.246684,0,0.018119,0.217609,0.0000537
4,247.5,1,373.66,25.77,369.51,356.83,1011.2,25.9,34.32,16.83,5.12,7.81,0.0016237,0.02848,0.246684,0,0.027327,0.328197,0.000081
4,252.5,1,361.12,25.84,369.51,356.77,1011.3,26.03,34.29,4.35,4.83,6.98,0.0014466,0.028391,0.246684,0,0.006293,0.075579,0.0000186
4,257.5,1,351.19,25.96,369.51,356.61,1011.3,26.25,34.13,-5.42,4.48,6.03,0.0012437,0.028255,0.246684,0,-0.006741,-0.080959,-0.00002
4,262.5,1,351.81,26.5,369.51,356.47,1011.3,26.44,33.92,-4.66,4.07,5,0.0010274,0.028147,0.246684,0,-0.004788,-0.057504,-0.0000142
4,267.5,1,352.3,26.85,369.51,356.18,1011.2,26.78,33.46,-3.88,3.89,4.61,0.0009412,0.027966,0.246684,0,-0.003652,-0.043861,-0.0000108
4,272.5,1,354.45,27.59,369.51,355.71,1011,27.29,32.4,-1.26,3.92,4.74,0.00096,0.027745,0.246684,0,-0.00121,-0.014532,-0.0000036
4,277.5,1,352.51,27.55,369.51,355.62,1010.7,27.26,31.55,-3.11,4.31,5.73,0.0011657,0.027868,0.246684,0,-0.003625,-0.043536,-0.0000107
4,312.5,1,379.87,27.53,369.51,355.72,1011.2,27.39,33.89,24.15,8.58,22.78,0.0045727,0.027498,0.246684,0,0.110431,1.326276,0.0003272
4,317.5,1,384.3,27.35,369.51,355.64,1011,27.42,35.96,28.66,8.56,22.7,0.0045124,0.027231,0.246684,0,0.129325,1.553193,0.0003832
4,322.5,1,382.51,27.17,369.51,355.66,1011,27.39,35.81,26.85,8.3,21.32,0.004244,0.027269,0.246684,0,0.113951,1.368552,0.0003376
4,327.5,1,367.86,27.04,369.51,355.76,1011.2,27.36,35.81,12.1,7.73,18.48,0.0036813,0.027289,0.246684,0,0.044544,0.534973,0.000132
4,332.5,1,359.55,27.07,369.51,355.85,1011.4,27.33,35.66,3.7,6.72,13.95,0.0027828,0.027326,0.246684,0,0.010296,0.123655,0.0000305
4,337.5,1,368.86,27.11,369.51,355.69,1011.4,27.53,35.38,13.17,5.19,8.37,0.0016636,0.027227,0.246684,0,0.02191,0.263139,0.0000649
4,342.5,1,367.26,26.97,369.51,355.22,1011.3,28.08,35.15,12.04,3.78,4.5,0.0008834,0.026893,0.246684,0,0.010636,0.127738,0.0000315
4,347.5,1,359.94,27.39,369.51,354.93,1011.2,28.4,34.77,5.01,3.41,3.7,0.000722,0.02673,0.246684,0,0.003617,0.04344,0.0000107
8,52.5,1,379.92,26.52,369.54,357.2,1013.3,26.5,35.9,22.72,8.87,23.8,0.0048406,0.027861,0.244878,0,0.109978,1.320836,0.0003235
8,57.5,1,380.06,26.97,369.54,356.61,1012.9,27.09,35.88,23.45,8.4,21.67,0.0043441,0.027461,0.244878,0,0.101869,1.223447,0.0002996
8,62.5,1,367.35,27.29,369.54,355.96,1012.3,27.65,35.77,11.39,7.83,19.1,0.0037787,0.027101,0.244878,0,0.043039,0.516898,0.0001266
8,67.5,1,376.57,27.76,369.54,355.41,1011.9,28.16,35.24,21.16,6.46,13.18,0.0025815,0.026831,0.244878,0,0.054625,0.656046,0.0001607
8,72.5,1,373.26,27.92,369.54,355.27,1011.8,28.27,33.98,17.99,4.45,6.27,0.0012315,0.026905,0.244878,0,0.022155,0.266082,0.0000652
8,77.5,1,367.5,28.02,369.54,355.62,1011.7,27.79,33.31,11.88,5.12,8.2,0.0016341,0.027299,0.244878,0,0.019413,0.23315,0.0000571
8,82.5,1,360.57,28.01,369.54,355.79,1011.7,27.57,33.57,4.78,6.79,14.34,0.0028698,0.027415,0.244878,0,0.013718,0.164753,0.0000403
8,87.5,1,356.14,27.89,369.54,355.32,1011.2,27.94,33.75,0.82,8.08,20.5,0.0040627,0.027148,0.244878,0,0.003331,0.040005,0.0000098
8,92.5,1,359.55,28.12,369.54,355.15,1011,28.06,33.37,4.4,7.72,18.77,0.0037151,0.027114,0.244878,0,0.016346,0.196315,0.0000481
8,112.5,1,352.36,27.33,369.54,355.84,1010.9,27.12,33.31,-3.48,8.6,22.73,0.0046046,0.027751,0.244878,0,-0.016024,-0.192448,-0.0000471
8,117.5,1,358.6,27.61,369.54,355.33,1010.7,27.69,33.58,3.27,6.57,13.46,0.0026857,0.027334,0.244878,0,0.008782,0.105472,0.0000258
8,122.5,1,359.2,27.62,369.54,355.36,1010.6,27.61,33.88,3.84,6.71,14.02,0.0027993,0.027351,0.244878,0,0.010749,0.129095,0.0000316
8,127.5,1,336.93,28.29,369.54,354.84,1010.3,28.13,34.17,-17.91,5.78,10.54,0.0020755,0.026974,0.244878,0,-0.037172,-0.446436,-0.0001093
8,132.5,1,352.68,28.69,369.54,354.44,1009.7,28.36,34.23,-1.76,7.02,15.65,0.0030639,0.026818,0.244878,0,-0.005392,-0.064758,-0.0000159
8,137.5,1,348.9,28.18,369.54,354.33,1009.6,28.45,34.26,-5.43,7.04,15.78,0.0030822,0.026757,0.244878,0,-0.016736,-0.200999,-0.0000492
8,142.5,1,349,28.81,369.54,354.16,1009.4,28.57,34.38,-5.16,7.39,17.44,0.0033949,0.026666,0.244878,0,-0.017518,-0.210391,-0.0000515
8,147.5,1,353.97,29.1,369.54,354.09,1009.2,28.56,34.47,-0.12,7.46,17.77,0.0034587,0.026662,0.244878,0,-0.000415,-0.004984,-0.0000012
8,152.5,1,347.66,28.38,369.54,354.08,1009.1,28.53,34.44,-6.42,7.45,17.71,0.0034499,0.026685,0.244878,0,-0.022148,-0.265997,-0.0000651
8,157.5,1,357.08,28.71,369.54,354.14,1009,28.42,34.33,2.94,7.72,18.96,0.0037049,0.026768,0.244878,0,0.010892,0.130813,0.000032
8,162.5,1,356.58,28.93,369.54,354.22,1009,28.31,34.3,2.36,8.07,20.65,0.0040464,0.026843,0.244878,0,0.00955,0.114696,0.0000281
8,167.5,1,363.02,29.11,369.54,354.36,1009,28.14,34.36,8.66,8.18,21.12,0.0041544,0.026946,0.244878,0,0.035977,0.432084,0.0001058
8,172.5,1,355.82,29.48,369.54,354.47,1009.1,28.05,34.52,1.35,8.31,21.75,0.0042846,0.026986,0.244878,0,0.005784,0.069466,0.000017
8,177.5,1,366.81,28.27,369.54,354.48,1009.1,28.04,34.49,12.33,8.53,22.91,0.0045148,0.026996,0.244878,0,0.055667,0.668561,0.0001637
8,182.5,1,360.84,28.93,369.54,354.53,1009.1,27.97,34.53,6.31,8.48,22.6,0.0044605,0.027037,0.244878,0,0.028146,0.338033,0.0000828
8,187.5,1,378.49,27.87,369.54,354.6,1009.1,27.89,34.43,23.89,8.27,21.45,0.0042436,0.027101,0.244878,0,0.10138,1.217574,0.0002982
8,192.5,1,334.68,28.06,369.54,354.73,1009.2,27.77,34.53,-20.05,8.18,20.92,0.004149,0.027168,0.244878,0,-0.083187,-0.999076,-0.0002447
8,197.5,1,371.26,27.16,369.54,354.83,1009.3,27.69,34.59,16.43,8.33,21.65,0.004301,0.027214,0.244878,0,0.070665,0.848687,0.0002078
8,202.5,1,364.19,28.42,369.54,355.09,1009.5,27.44,34.48,9.1,8.28,21.25,0.0042494,0.027393,0.244878,0,0.03867,0.464427,0.0001137
8,207.5,1,361.49,27.2,369.54,355.38,1009.8,27.21,34.45,6.11,8.28,21.12,0.0042478,0.027552,0.244878,0,0.025954,0.311708,0.0000763
8,212.5,1,381.64,27.23,369.54,355.58,1010,27.05,34.62,26.06,8.15,20.38,0.0041121,0.02764,0.244878,0,0.107161,1.287004,0.0003152
8,217.5,1,362.84,26.35,369.54,355.75,1010.2,26.92,34.68,7.09,8.04,19.77,0.0040008,0.027721,0.244878,0,0.028366,0.340676,0.0000834
8,222.5,1,383.01,25.52,369.54,355.94,1010.4,26.76,34.5,27.07,7.97,19.35,0.0039344,0.027853,0.244878,0,0.106504,1.279113,0.0003133
8,227.5,1,371.67,25.57,369.54,356.09,1010.7,26.7,34.43,15.58,7.73,18.17,0.0037011,0.027903,0.244878,0,0.057663,0.692533,0.0001696
8,232.5,1,368.6,26.36,369.54,356.1,1010.9,26.79,34.52,12.5,7.15,15.58,0.0031652,0.02783,0.244878,0,0.039565,0.475176,0.0001164
8,237.5,1,373.98,26.54,369.54,356.06,1011.1,26.94,34.22,17.92,6.61,13.37,0.0027097,0.027763,0.244878,0,0.048558,0.583182,0.0001428
8,242.5,1,378.76,25.84,369.54,355.93,1011.2,27.15,33.79,22.83,6.41,12.64,0.0025534,0.027672,0.244878,0,0.058294,0.700111,0.0001715
8,247.5,1,374.36,26.22,369.54,355.97,1011.4,27.2,33.72,18.39,6.24,11.99,0.0024198,0.027646,0.244878,0,0.0445,0.534445,0.0001309
8,252.5,1,381.99,26.14,369.54,356.05,1011.5,27.14,33.83,25.94,6.17,11.71,0.0023657,0.027674,0.244878,0,0.061366,0.737006,0.0001805
8,257.5,1,382.36,26.26,369.54,356.18,1011.6,27.01,33.82,26.18,6.28,12.09,0.0024504,0.027764,0.244878,0,0.064151,0.770454,0.0001887
8,262.5,1,404.68,26.24,369.54,356.24,1011.6,26.93,33.84,48.44,6.16,11.61,0.0023575,0.027816,0.244878,0,0.114197,1.371506,0.0003359
8,267.5,1,418.77,26.31,369.54,356.51,1011.3,26.43,33.77,62.26,5.35,8.65,0.001779,0.028172,0.244878,0,0.110761,1.33024,0.0003258
8,272.5,1,452.25,26.14,369.54,355.99,1011.1,27.02,33.12,96.26,5.02,7.73,0.0015711,0.027842,0.244878,0,0.151234,1.81632,0.0004448
8,307.5,1,370.38,27.24,369.54,356.55,1012.4,26.92,35.44,13.83,8.47,21.94,0.0044252,0.027629,0.244878,0,0.061201,0.735024,0.00018
8,312.5,1,382.62,27.42,369.54,356.65,1012.2,26.7,35.91,25.97,9.43,27.04,0.0054722,0.027723,0.244878,0,0.142113,1.706777,0.000418
8,317.5,1,370.69,26.35,369.54,356.81,1012.2,26.48,36.05,13.88,9.66,28.22,0.0057387,0.027857,0.244878,0,0.079653,0.956633,0.0002343
8,322.5,1,357.9,25.48,369.54,356.91,1012.2,26.34,36.04,0.99,9.52,27.31,0.0055732,0.027955,0.244878,0,0.005517,0.066259,0.0000162
8,327.5,1,363.31,26.63,369.54,356.83,1012.2,26.46,35.93,6.48,9.23,25.75,0.0052418,0.027885,0.244878,0,0.033967,0.407944,0.0000999
8,332.5,1,353.02,25.96,369.54,357.02,1012.3,26.24,35.73,-4,8.45,21.46,0.0043963,0.028063,0.244878,0,-0.017585,-0.211196,-0.0000517
8,337.5,1,349.18,26.36,369.54,356.81,1012.1,26.42,35.45,-7.63,7.1,15.22,0.0031079,0.027972,0.244878,0,-0.023713,-0.284793,-0.0000697
8,342.5,1,341.95,27.14,369.54,356.05,1011.7,27.25,34.96,-14.1,5.55,9.5,0.0019046,0.027464,0.244878,0,-0.026855,-0.322529,-0.000079
-4,2.5,1,381.06,26.18,369.15,355.46,1011.2,27.29,34.74,25.6,5.01,7.75,0.0015537,0.027463,0.246684,0,0.039775,0.477698,0.0001179
-4,7.5,1,381.24,26.09,369.15,354.95,1010.8,27.74,33.58,26.29,3.96,4.9,0.0009765,0.0273,0.246684,0,0.025672,0.308321,0.0000761
-4,42.5,1,390.43,28.8,369.15,354.97,1011,27.83,35.19,35.46,6.2,12.04,0.0023776,0.027051,0.246684,0,0.08431,1.012563,0.0002498
-4,47.5,1,386.86,28.3,369.15,354.86,1011.4,28.15,35.24,32,5.92,11.07,0.0021687,0.026837,0.246684,0,0.069398,0.83347,0.0002056
-4,52.5,1,376.12,27.4,369.15,354.67,1011.4,28.39,35.24,21.45,5.21,8.63,0.001681,0.026683,0.246684,0,0.036057,0.433045,0.0001068
-4,57.5,1,374.17,27.44,369.15,354.6,1011.2,28.38,35.07,19.57,5.19,8.56,0.001669,0.026709,0.246684,0,0.032662,0.392271,0.0000968
-4,62.5,1,373.77,27.76,369.15,354.43,1010.9,28.46,34.96,19.34,5.31,8.98,0.0017483,0.02667,0.246684,0,0.033812,0.406082,0.0001002
-4,67.5,1,373.79,27.87,369.15,354.3,1010.7,28.52,34.79,19.49,5,7.97,0.0015506,0.026651,0.246684,0,0.030221,0.362954,0.0000895
-4,72.5,1,367.24,28.15,369.15,354.25,1010.7,28.58,34.6,12.99,5.02,8.05,0.0015652,0.026635,0.246684,0,0.020332,0.244187,0.0000602
-4,77.5,1,367.2,27.83,369.15,354.2,1010.6,28.6,34.47,13,5,7.99,0.0015537,0.026637,0.246684,0,0.020198,0.242578,0.0000598
-4,82.5,1,363.64,27.88,369.15,354.07,1010.4,28.66,34.4,9.57,4.92,7.75,0.0015053,0.026607,0.246684,0,0.014406,0.173016,0.0000427
-4,87.5,1,360.2,27.74,369.15,353.85,1010.1,28.8,34.37,6.35,4.98,7.97,0.001543,0.026521,0.246684,0,0.009798,0.117674,0.000029
-4,92.5,1,363.35,28.49,369.15,353.68,1010,28.96,34.22,9.67,4.78,7.38,0.0014243,0.026438,0.246684,0,0.013773,0.165414,0.0000408
-4,97.5,1,364.6,28.57,369.15,353.57,1010,29.09,33.82,11.03,4.32,6.05,0.001166,0.026401,0.246684,0,0.012861,0.154461,0.0000381
-4,147.5,1,360.22,29.91,369.15,352.74,1008.6,29.47,34.17,7.48,5.18,8.79,0.0016764,0.026126,0.246684,0,0.012539,0.150593,0.0000372
